Q0045,COX1,Q0250,COX2_TM
Q0045,COX1,Q0275,COX3
Q0045,COX1,YGL187C,COX5B
Q0045,COX1,YGL191W,COX6A
Q0045,COX1,YIL111W,COX4
Q0045,COX1,YLR038C,COX6B
Q0045,COX1,YLR395C,COX7C
Q0045,COX1,YNL052W,COX4
Q0105,Cytochrom_B_C,YBL045C,Peptidase_M16
Q0105,Cytochrom_B_C,YDR529C,UCR_14kD
Q0105,Cytochrom_B_C,YEL024W,Rieske
Q0105,Cytochrom_B_C,YEL024W,UCR_TM
Q0105,Cytochrom_B_C,YJL166W,UcrQ
Q0105,Cytochrom_B_C,YOR065W,Cytochrom_C1
Q0105,Cytochrom_B_C,YPR191W,Peptidase_M16
Q0105,Cytochrom_B_N,YBL045C,Peptidase_M16_C
Q0105,Cytochrom_B_N,YDR529C,UCR_14kD
Q0105,Cytochrom_B_N,YEL024W,Rieske
Q0105,Cytochrom_B_N,YEL024W,UCR_TM
Q0105,Cytochrom_B_N,YJL166W,UcrQ
Q0105,Cytochrom_B_N,YOR065W,Cytochrom_C1
Q0130,ATP-synt_C,YDL004W,ATP-synt_DE_N
Q0250,COX2,YGL191W,COX6A
Q0250,COX2,YHR051W,COX5A
Q0250,COX2_TM,Q0045,COX1
Q0250,COX2_TM,Q0275,COX3
Q0250,COX2_TM,YLR038C,COX6B
Q0250,COX2_TM,YNL052W,COX4
Q0275,COX3,Q0045,COX1
Q0275,COX3,Q0250,COX2_TM
Q0275,COX3,YGL187C,COX5B
Q0275,COX3,YGL191W,COX6A
Q0275,COX3,YLR038C,COX6B
Q0275,COX3,YLR395C,COX7C
Q0275,COX3,YNL052W,COX4
YAL003W,EF1_GNE,YBR118W,GTP_EFTU_D3
YAL003W,EF1_GNE,YKR084C,GTP_EFTU_D3
YAL003W,EF1_GNE,YPR080W,GTP_EFTU_D3
YAL005C,HSP70,YBL075C,HSP70
YAL005C,HSP70,YDL229W,HSP70
YAL005C,HSP70,YIL016W,BAG
YAL005C,HSP70,YLL024C,HSP70
YAL005C,HSP70,YNL209W,HSP70
YAL005C,HSP70,YPL106C,HSP70
YAL007C,EMP24_GP25L,YGL200C,EMP24_GP25L
YAL007C,EMP24_GP25L,YHR110W,EMP24_GP25L
YAL014C,SNARE,YAL030W,Synaptobrevin
YAL014C,SNARE,YKL196C,Synaptobrevin
YAL014C,SNARE,YMR197C,V-SNARE
YAL014C,SNARE,YOR036W,SNARE
YAL016W,HEAT,YHR186C,HEAT
YAL016W,HEAT,YHR186C,WD40
YAL016W,HEAT,YLR249W,ABC_tran
YAL016W,HEAT,YLR249W,HEAT
YAL016W,HEAT,YLR347C,HEAT
YAL016W,HEAT,YLR347C,IBN_N
YAL016W,HEAT,YNL189W,Arm
YAL016W,HEAT,YOR349W,HEAT
YAL017W,Pkinase,YAR019C,Pkinase
